"descriptor","code"
"<java.net.Socket: void setTrafficClass(int)>","<java.net.Socket: void setTrafficClass(int)>"
"<android.hardware.display.VirtualDisplay: android.view.Surface getSurface()>","<android.hardware.display.VirtualDisplay: android.view.Surface getSurface()>"
"<android.view.AttachedSurfaceControl: int getBufferTransformHint()>","<android.view.AttachedSurfaceControl: int getBufferTransformHint()>"
"<android.view.Window: void takeSurface(android.view.SurfaceHolder$Callback2)>","<android.view.Window: void takeSurface(android.view.SurfaceHolder$Callback2)>"
"<android.net.ProxyInfo: boolean isValid()>","<android.net.ProxyInfo: boolean isValid()>"
"<android.widget.TextView: int getTotalPaddingBottom()>","<android.widget.TextView: int getTotalPaddingBottom()>"
"<java.lang.reflect.Parameter: java.lang.'annotation'.Annotation[] getAnnotations()>","<java.lang.reflect.Parameter: java.lang.'annotation'.Annotation[] getAnnotations()>"
"<java.time.ZonedDateTime: java.time.ZonedDateTime plusMinutes(long)>","<java.time.ZonedDateTime: java.time.ZonedDateTime plusMinutes(long)>"
"<android.os.Parcel: void writeBlob(byte[])>","<android.os.Parcel: void writeBlob(byte[])>"
"<android.graphics.text.MeasuredText$Builder: void <init>(android.graphics.text.MeasuredText)>","<android.graphics.text.MeasuredText$Builder: void <init>(android.graphics.text.MeasuredText)>"
"<android.app.RemoteAction: int hashCode()>","<android.app.RemoteAction: int hashCode()>"
"<android.view.accessibility.AccessibilityRecord: void setSource(android.view.View,int)>","<android.view.accessibility.AccessibilityRecord: void setSource(android.view.View,int)>"
"<java.text.FieldPosition: boolean equals(java.lang.Object)>","<java.text.FieldPosition: boolean equals(java.lang.Object)>"
"<android.view.ActionProvider: void <init>(android.content.Context)>","<android.view.ActionProvider: void <init>(android.content.Context)>"
"<android.media.AudioDeviceInfo: boolean isSource()>","<android.media.AudioDeviceInfo: boolean isSource()>"
"<java.lang.Long: long parseUnsignedLong(java.lang.String)>","<java.lang.Long: long parseUnsignedLong(java.lang.String)>"
"<android.os.BaseBundle: boolean[] getBooleanArray(java.lang.String)>","<android.os.BaseBundle: boolean[] getBooleanArray(java.lang.String)>"
"<java.util.Arrays: int compareUnsigned(long[],int,int,long[],int,int)>","<java.util.Arrays: int compareUnsigned(long[],int,int,long[],int,int)>"
"<android.app.Person: java.lang.String getUri()>","<android.app.Person: java.lang.String getUri()>"
"<java.time.Duration: int toMillisPart()>","<java.time.Duration: int toMillisPart()>"
"<android.content.BroadcastReceiver: void abortBroadcast()>","<android.content.BroadcastReceiver: void abortBroadcast()>"
"<java.net.NetworkInterface: void <init>()>","<java.net.NetworkInterface: void <init>()>"
"<android.media.session.MediaController$Callback: void onSessionDestroyed()>","<android.media.session.MediaController$Callback: void onSessionDestroyed()>"
"<android.media.MediaDescription$Builder: android.media.MediaDescription$Builder setDescription(java.lang.CharSequence)>","<android.media.MediaDescription$Builder: android.media.MediaDescription$Builder setDescription(java.lang.CharSequence)>"
"<android.content.Context: void revokeUriPermission(android.net.Uri,int)>","<android.content.Context: void revokeUriPermission(android.net.Uri,int)>"
"<android.view.ViewPropertyAnimator: android.view.ViewPropertyAnimator scaleY(float)>","<android.view.ViewPropertyAnimator: android.view.ViewPropertyAnimator scaleY(float)>"
"<java.time.ZonedDateTime: java.lang.Object query(java.time.temporal.TemporalQuery)>","<java.time.ZonedDateTime: java.lang.Object query(java.time.temporal.TemporalQuery)>"
"<java.nio.channels.NetworkChannel: java.util.Set supportedOptions()>","<java.nio.channels.NetworkChannel: java.util.Set supportedOptions()>"
"<android.content.ContextWrapper: void unregisterReceiver(android.content.BroadcastReceiver)>","<android.content.ContextWrapper: void unregisterReceiver(android.content.BroadcastReceiver)>"
"<java.time.OffsetTime: int compareTo(java.lang.Object)>","<java.time.OffsetTime: int compareTo(java.lang.Object)>"
"<android.media.AudioManager$OnAudioFocusChangeListener: void onAudioFocusChange(int)>","<android.media.AudioManager$OnAudioFocusChangeListener: void onAudioFocusChange(int)>"
"<android.view.accessibility.AccessibilityNodeInfo: java.lang.CharSequence getPackageName()>","<android.view.accessibility.AccessibilityNodeInfo: java.lang.CharSequence getPackageName()>"
"<java.lang.reflect.Array: double getDouble(java.lang.Object,int)>","<java.lang.reflect.Array: double getDouble(java.lang.Object,int)>"
"<java.time.ZonedDateTime: java.time.ZonedDateTime plusHours(long)>","<java.time.ZonedDateTime: java.time.ZonedDateTime plusHours(long)>"
"<android.hardware.SensorManager: void unregisterListener(android.hardware.SensorListener,int)>","<android.hardware.SensorManager: void unregisterListener(android.hardware.SensorListener,int)>"
"<android.text.TextUtils: boolean isEmpty(java.lang.CharSequence)>","<android.text.TextUtils: boolean isEmpty(java.lang.CharSequence)>"
"<android.icu.util.ULocale: java.lang.String getCountry()>","<android.icu.util.ULocale: java.lang.String getCountry()>"
"<java.lang.String: int lastIndexOf(int,int)>","<java.lang.String: int lastIndexOf(int,int)>"
"<android.view.ActionProvider: boolean onPerformDefaultAction()>","<android.view.ActionProvider: boolean onPerformDefaultAction()>"
"<java.io.Writer: void write(java.lang.String)>","<java.io.Writer: void write(java.lang.String)>"
"<java.util.Arrays: int binarySearch(float[],int,int,float)>","<java.util.Arrays: int binarySearch(float[],int,int,float)>"
"<android.content.Intent: double[] getDoubleArrayExtra(java.lang.String)>","<android.content.Intent: double[] getDoubleArrayExtra(java.lang.String)>"
"<java.time.LocalDate: java.time.ZonedDateTime atStartOfDay(java.time.ZoneId)>","<java.time.LocalDate: java.time.ZonedDateTime atStartOfDay(java.time.ZoneId)>"
"<java.util.ArrayList: boolean remove(java.lang.Object)>","<java.util.ArrayList: boolean remove(java.lang.Object)>"
"<android.view.View: android.graphics.drawable.Drawable getHorizontalScrollbarThumbDrawable()>","<android.view.View: android.graphics.drawable.Drawable getHorizontalScrollbarThumbDrawable()>"
"<android.media.session.MediaSession$Callback: void onPrepareFromMediaId(java.lang.String,android.os.Bundle)>","<android.media.session.MediaSession$Callback: void onPrepareFromMediaId(java.lang.String,android.os.Bundle)>"
"<android.graphics.drawable.BitmapDrawable: void setTileModeXY(android.graphics.Shader$TileMode,android.graphics.Shader$TileMode)>","<android.graphics.drawable.BitmapDrawable: void setTileModeXY(android.graphics.Shader$TileMode,android.graphics.Shader$TileMode)>"
"<android.media.MediaDrm$LogMessage: long getTimestampMillis()>","<android.media.MediaDrm$LogMessage: long getTimestampMillis()>"
"<android.graphics.drawable.ColorDrawable: void <init>(int)>","<android.graphics.drawable.ColorDrawable: void <init>(int)>"
"<java.util.stream.IntStream: java.util.stream.IntStream$Builder builder()>","<java.util.stream.IntStream: java.util.stream.IntStream$Builder builder()>"
"<android.view.KeyEvent: void <init>(long,long,int,int,int,int,int,int,int)>","<android.view.KeyEvent: void <init>(long,long,int,int,int,int,int,int,int)>"
"<android.content.Loader: boolean isStarted()>","<android.content.Loader: boolean isStarted()>"
"<android.transition.Transition: boolean isTransitionRequired(android.transition.TransitionValues,android.transition.TransitionValues)>","<android.transition.Transition: boolean isTransitionRequired(android.transition.TransitionValues,android.transition.TransitionValues)>"
"<android.media.session.MediaSession: void <init>(android.content.Context,java.lang.String,android.os.Bundle)>","<android.media.session.MediaSession: void <init>(android.content.Context,java.lang.String,android.os.Bundle)>"
"<android.content.pm.PermissionInfo: void <clinit>()>","<android.content.pm.PermissionInfo: void <clinit>()>"
"<android.view.ViewGroup$MarginLayoutParams: int getLayoutDirection()>","<android.view.ViewGroup$MarginLayoutParams: int getLayoutDirection()>"
"<android.graphics.drawable.BitmapDrawable: int getIntrinsicWidth()>","<android.graphics.drawable.BitmapDrawable: int getIntrinsicWidth()>"
"<android.view.ViewGroup: void dispatchFinishTemporaryDetach()>","<android.view.ViewGroup: void dispatchFinishTemporaryDetach()>"
"<android.media.MediaDrm: int getMaxSecurityLevel()>","<android.media.MediaDrm: int getMaxSecurityLevel()>"
"<android.hardware.Camera$Parameters: java.util.List getSupportedPreviewSizes()>","<android.hardware.Camera$Parameters: java.util.List getSupportedPreviewSizes()>"
"<java.util.Date: long UTC(int,int,int,int,int,int)>","<java.util.Date: long UTC(int,int,int,int,int,int)>"
"<android.graphics.Paint: float measureText(char[],int,int)>","<android.graphics.Paint: float measureText(char[],int,int)>"
"<android.content.pm.PackageManager: boolean hasSystemFeature(java.lang.String)>","<android.content.pm.PackageManager: boolean hasSystemFeature(java.lang.String)>"
"<java.util.Spliterator$OfPrimitive: void forEachRemaining(java.lang.Object)>","<java.util.Spliterator$OfPrimitive: void forEachRemaining(java.lang.Object)>"
"<java.time.chrono.Era: int get(java.time.temporal.TemporalField)>","<java.time.chrono.Era: int get(java.time.temporal.TemporalField)>"
"<android.view.inputmethod.InputMethodManager: void showInputMethodAndSubtypeEnabler(java.lang.String)>","<android.view.inputmethod.InputMethodManager: void showInputMethodAndSubtypeEnabler(java.lang.String)>"
"<android.widget.RelativeLayout: boolean shouldDelayChildPressedState()>","<android.widget.RelativeLayout: boolean shouldDelayChildPressedState()>"
"<android.os.ParcelFileDescriptor: void closeWithError(java.lang.String)>","<android.os.ParcelFileDescriptor: void closeWithError(java.lang.String)>"
"<java.util.NavigableMap: java.lang.Object floorKey(java.lang.Object)>","<java.util.NavigableMap: java.lang.Object floorKey(java.lang.Object)>"
"<java.lang.ClassLoader: java.lang.Class loadClass(java.lang.String)>","<java.lang.ClassLoader: java.lang.Class loadClass(java.lang.String)>"
"<java.time.Period: java.time.Period minus(java.time.temporal.TemporalAmount)>","<java.time.Period: java.time.Period minus(java.time.temporal.TemporalAmount)>"
"<android.telephony.PhoneStateListener: void onCellLocationChanged(android.telephony.CellLocation)>","<android.telephony.PhoneStateListener: void onCellLocationChanged(android.telephony.CellLocation)>"
"<android.view.ViewTreeObserver: void addOnDrawListener(android.view.ViewTreeObserver$OnDrawListener)>","<android.view.ViewTreeObserver: void addOnDrawListener(android.view.ViewTreeObserver$OnDrawListener)>"
"<java.io.InputStream: long skip(long)>","<java.io.InputStream: long skip(long)>"
"<android.content.pm.PackageManager: android.content.pm.ModuleInfo getModuleInfo(java.lang.String,int)>","<android.content.pm.PackageManager: android.content.pm.ModuleInfo getModuleInfo(java.lang.String,int)>"
"<android.net.ProxyInfo: void <clinit>()>","<android.net.ProxyInfo: void <clinit>()>"
"<android.widget.TextView: android.view.textclassifier.TextClassifier getTextClassifier()>","<android.widget.TextView: android.view.textclassifier.TextClassifier getTextClassifier()>"
"<java.util.concurrent.ConcurrentLinkedQueue: boolean offer(java.lang.Object)>","<java.util.concurrent.ConcurrentLinkedQueue: boolean offer(java.lang.Object)>"
"<java.time.chrono.ChronoLocalDateTime: java.time.temporal.Temporal plus(long,java.time.temporal.TemporalUnit)>","<java.time.chrono.ChronoLocalDateTime: java.time.temporal.Temporal plus(long,java.time.temporal.TemporalUnit)>"
"<android.view.accessibility.AccessibilityNodeInfo: android.view.accessibility.AccessibilityNodeInfo focusSearch(int)>","<android.view.accessibility.AccessibilityNodeInfo: android.view.accessibility.AccessibilityNodeInfo focusSearch(int)>"
"<android.view.SurfaceView: android.view.SurfaceControl getSurfaceControl()>","<android.view.SurfaceView: android.view.SurfaceControl getSurfaceControl()>"
"<android.app.FragmentTransaction: android.app.FragmentTransaction setBreadCrumbTitle(int)>","<android.app.FragmentTransaction: android.app.FragmentTransaction setBreadCrumbTitle(int)>"
"<java.lang.invoke.VarHandle: java.lang.Object getAndSet(java.lang.Object[])>","<java.lang.invoke.VarHandle: java.lang.Object getAndSet(java.lang.Object[])>"
"<android.app.PendingIntent: android.app.PendingIntent getActivities(android.content.Context,int,android.content.Intent[],int)>","<android.app.PendingIntent: android.app.PendingIntent getActivities(android.content.Context,int,android.content.Intent[],int)>"
"<android.app.Fragment: void onViewStateRestored(android.os.Bundle)>","<android.app.Fragment: void onViewStateRestored(android.os.Bundle)>"
"<java.time.zone.ZoneOffsetTransition: java.time.zone.ZoneOffsetTransition of(java.time.LocalDateTime,java.time.ZoneOffset,java.time.ZoneOffset)>","<java.time.zone.ZoneOffsetTransition: java.time.zone.ZoneOffsetTransition of(java.time.LocalDateTime,java.time.ZoneOffset,java.time.ZoneOffset)>"
"<android.media.MediaMetadata$Builder: android.media.MediaMetadata build()>","<android.media.MediaMetadata$Builder: android.media.MediaMetadata build()>"
"<android.view.accessibility.AccessibilityNodeInfo: void recycle()>","<android.view.accessibility.AccessibilityNodeInfo: void recycle()>"
"<android.graphics.Bitmap: void setColorSpace(android.graphics.ColorSpace)>","<android.graphics.Bitmap: void setColorSpace(android.graphics.ColorSpace)>"
"<java.util.regex.MatchResult: int groupCount()>","<java.util.regex.MatchResult: int groupCount()>"
"<android.view.View: void resetPivot()>","<android.view.View: void resetPivot()>"
"<java.util.concurrent.ConcurrentLinkedQueue: int size()>","<java.util.concurrent.ConcurrentLinkedQueue: int size()>"
"<android.media.VolumeProvider: int getMaxVolume()>","<android.media.VolumeProvider: int getMaxVolume()>"
"<android.content.pm.PackageManager: android.graphics.drawable.Drawable getActivityIcon(android.content.Intent)>","<android.content.pm.PackageManager: android.graphics.drawable.Drawable getActivityIcon(android.content.Intent)>"
"<java.time.Period: java.time.temporal.Temporal addTo(java.time.temporal.Temporal)>","<java.time.Period: java.time.temporal.Temporal addTo(java.time.temporal.Temporal)>"
"<java.util.stream.DoubleStream: boolean allMatch(java.util.function.DoublePredicate)>","<java.util.stream.DoubleStream: boolean allMatch(java.util.function.DoublePredicate)>"
"<android.app.Fragment: android.view.View onCreateView(android.view.LayoutInflater,android.view.ViewGroup,android.os.Bundle)>","<android.app.Fragment: android.view.View onCreateView(android.view.LayoutInflater,android.view.ViewGroup,android.os.Bundle)>"
"<android.graphics.drawable.BitmapDrawable: void <init>(java.io.InputStream)>","<android.graphics.drawable.BitmapDrawable: void <init>(java.io.InputStream)>"
"<android.os.Parcel: void writeMap(java.util.Map)>","<android.os.Parcel: void writeMap(java.util.Map)>"
"<java.nio.FloatBuffer: int hashCode()>","<java.nio.FloatBuffer: int hashCode()>"
"<java.util.List: java.util.List of(java.lang.Object[])>","<java.util.List: java.util.List of(java.lang.Object[])>"
"<android.telephony.TelephonyManager: boolean setVoiceMailNumber(java.lang.String,java.lang.String)>","<android.telephony.TelephonyManager: boolean setVoiceMailNumber(java.lang.String,java.lang.String)>"
"<android.telecom.PhoneAccountHandle: java.lang.String toString()>","<android.telecom.PhoneAccountHandle: java.lang.String toString()>"
"<java.time.ZoneOffset: long getLong(java.time.temporal.TemporalField)>","<java.time.ZoneOffset: long getLong(java.time.temporal.TemporalField)>"
"<java.lang.invoke.MethodHandle: java.lang.Object invoke(java.lang.Object[])>","<java.lang.invoke.MethodHandle: java.lang.Object invoke(java.lang.Object[])>"
"<android.animation.Animator$AnimatorListener: void onAnimationEnd(android.animation.Animator,boolean)>","<android.animation.Animator$AnimatorListener: void onAnimationEnd(android.animation.Animator,boolean)>"
"<android.widget.TextView: void setInputType(int)>","<android.widget.TextView: void setInputType(int)>"
"<android.app.VoiceInteractor$Prompt: int describeContents()>","<android.app.VoiceInteractor$Prompt: int describeContents()>"
"<android.graphics.Canvas: boolean quickReject(android.graphics.RectF)>","<android.graphics.Canvas: boolean quickReject(android.graphics.RectF)>"
"<android.widget.MediaController: java.lang.CharSequence getAccessibilityClassName()>","<android.widget.MediaController: java.lang.CharSequence getAccessibilityClassName()>"
"<android.view.View: void onCreateVirtualViewTranslationRequests(long[],int[],java.util.function.Consumer)>","<android.view.View: void onCreateVirtualViewTranslationRequests(long[],int[],java.util.function.Consumer)>"
"<android.media.Spatializer: int getImmersiveAudioLevel()>","<android.media.Spatializer: int getImmersiveAudioLevel()>"
"<java.time.ZonedDateTime: void <init>()>","<java.time.ZonedDateTime: void <init>()>"
"<java.lang.String: int codePointCount(int,int)>","<java.lang.String: int codePointCount(int,int)>"
"<java.time.temporal.Temporal: java.time.temporal.Temporal 'with'(java.time.temporal.TemporalField,long)>","<java.time.temporal.Temporal: java.time.temporal.Temporal 'with'(java.time.temporal.TemporalField,long)>"
"<java.lang.Math: int addExact(int,int)>","<java.lang.Math: int addExact(int,int)>"
"<android.hardware.Camera$Parameters: int getPreviewFormat()>","<android.hardware.Camera$Parameters: int getPreviewFormat()>"
"<android.hardware.camera2.CaptureResult$Key: int hashCode()>","<android.hardware.camera2.CaptureResult$Key: int hashCode()>"
"<android.widget.Toolbar: boolean checkLayoutParams(android.view.ViewGroup$LayoutParams)>","<android.widget.Toolbar: boolean checkLayoutParams(android.view.ViewGroup$LayoutParams)>"
"<android.graphics.Insets: android.graphics.Insets min(android.graphics.Insets,android.graphics.Insets)>","<android.graphics.Insets: android.graphics.Insets min(android.graphics.Insets,android.graphics.Insets)>"
"<java.util.function.LongConsumer: void accept(long)>","<java.util.function.LongConsumer: void accept(long)>"
"<java.time.temporal.ChronoUnit: java.time.temporal.ChronoUnit[] values()>","<java.time.temporal.ChronoUnit: java.time.temporal.ChronoUnit[] values()>"
"<android.app.Activity: android.view.LayoutInflater getLayoutInflater()>","<android.app.Activity: android.view.LayoutInflater getLayoutInflater()>"
"<android.view.ViewGroup: android.animation.LayoutTransition getLayoutTransition()>","<android.view.ViewGroup: android.animation.LayoutTransition getLayoutTransition()>"
"<android.app.ActionBar: void setHideOnContentScrollEnabled(boolean)>","<android.app.ActionBar: void setHideOnContentScrollEnabled(boolean)>"
"<android.net.NetworkRequest$Builder: android.net.NetworkRequest$Builder clearCapabilities()>","<android.net.NetworkRequest$Builder: android.net.NetworkRequest$Builder clearCapabilities()>"
"<java.lang.VirtualMachineError: void <init>(java.lang.String,java.lang.Throwable)>","<java.lang.VirtualMachineError: void <init>(java.lang.String,java.lang.Throwable)>"
"<java.util.AbstractMap: void clear()>","<java.util.AbstractMap: void clear()>"
"<android.content.Loader: void stopLoading()>","<android.content.Loader: void stopLoading()>"
"<java.net.SocketImpl: java.io.InputStream getInputStream()>","<java.net.SocketImpl: java.io.InputStream getInputStream()>"
"<java.lang.reflect.Parameter: java.lang.'annotation'.Annotation[] getDeclaredAnnotationsByType(java.lang.Class)>","<java.lang.reflect.Parameter: java.lang.'annotation'.Annotation[] getDeclaredAnnotationsByType(java.lang.Class)>"
"<java.lang.invoke.MethodHandleInfo: int getModifiers()>","<java.lang.invoke.MethodHandleInfo: int getModifiers()>"
"<java.time.LocalDate: java.time.LocalDate now(java.time.ZoneId)>","<java.time.LocalDate: java.time.LocalDate now(java.time.ZoneId)>"
"<java.time.OffsetTime: java.time.OffsetTime withHour(int)>","<java.time.OffsetTime: java.time.OffsetTime withHour(int)>"
"<android.telephony.TelephonyManager: void switchMultiSimConfig(int)>","<android.telephony.TelephonyManager: void switchMultiSimConfig(int)>"
"<android.util.SizeF: java.lang.String toString()>","<android.util.SizeF: java.lang.String toString()>"
"<android.graphics.Movie: android.graphics.Movie decodeStream(java.io.InputStream)>","<android.graphics.Movie: android.graphics.Movie decodeStream(java.io.InputStream)>"
"<android.view.ContextThemeWrapper: void onApplyThemeResource(android.content.res.Resources$Theme,int,boolean)>","<android.view.ContextThemeWrapper: void onApplyThemeResource(android.content.res.Resources$Theme,int,boolean)>"
"<org.xmlpull.v1.XmlSerializer: org.xmlpull.v1.XmlSerializer text(java.lang.String)>","<org.xmlpull.v1.XmlSerializer: org.xmlpull.v1.XmlSerializer text(java.lang.String)>"
"<java.io.FileOutputStream: java.nio.channels.FileChannel getChannel()>","<java.io.FileOutputStream: java.nio.channels.FileChannel getChannel()>"
"<android.os.Messenger: void <init>(android.os.IBinder)>","<android.os.Messenger: void <init>(android.os.IBinder)>"
"<java.io.Console: java.lang.String readLine(java.lang.String,java.lang.Object[])>","<java.io.Console: java.lang.String readLine(java.lang.String,java.lang.Object[])>"
"<android.widget.MediaController: void onFinishInflate()>","<android.widget.MediaController: void onFinishInflate()>"
"<android.content.ContentResolver$MimeTypeInfo: void <init>()>","<android.content.ContentResolver$MimeTypeInfo: void <init>()>"
"<android.graphics.fonts.FontVariationAxis: int hashCode()>","<android.graphics.fonts.FontVariationAxis: int hashCode()>"
"<java.time.chrono.ChronoLocalDate: java.time.chrono.ChronoLocalDate minus(long,java.time.temporal.TemporalUnit)>","<java.time.chrono.ChronoLocalDate: java.time.chrono.ChronoLocalDate minus(long,java.time.temporal.TemporalUnit)>"
"<java.util.concurrent.Future: boolean cancel(boolean)>","<java.util.concurrent.Future: boolean cancel(boolean)>"
"<android.graphics.Path: void moveTo(float,float)>","<android.graphics.Path: void moveTo(float,float)>"
"<java.lang.Boolean: boolean parseBoolean(java.lang.String)>","<java.lang.Boolean: boolean parseBoolean(java.lang.String)>"
"<android.widget.TextView: int getHyphenationFrequency()>","<android.widget.TextView: int getHyphenationFrequency()>"
"<android.graphics.Path: void close()>","<android.graphics.Path: void close()>"
"<android.view.inputmethod.InputConnection: boolean requestCursorUpdates(int,int)>","<android.view.inputmethod.InputConnection: boolean requestCursorUpdates(int,int)>"
"<android.app.Activity: void onWindowFocusChanged(boolean)>","<android.app.Activity: void onWindowFocusChanged(boolean)>"
"<android.app.Activity: void onPictureInPictureModeChanged(boolean,android.content.res.Configuration)>","<android.app.Activity: void onPictureInPictureModeChanged(boolean,android.content.res.Configuration)>"
"<android.hardware.Camera$Size: boolean equals(java.lang.Object)>","<android.hardware.Camera$Size: boolean equals(java.lang.Object)>"
"<java.nio.file.spi.FileSystemProvider: void copy(java.nio.file.Path,java.nio.file.Path,java.nio.file.CopyOption[])>","<java.nio.file.spi.FileSystemProvider: void copy(java.nio.file.Path,java.nio.file.Path,java.nio.file.CopyOption[])>"
"<java.lang.SecurityManager: java.lang.Object getSecurityContext()>","<java.lang.SecurityManager: java.lang.Object getSecurityContext()>"
"<java.time.LocalTime: int hashCode()>","<java.time.LocalTime: int hashCode()>"
"<android.media.session.PlaybackState: long getPosition()>","<android.media.session.PlaybackState: long getPosition()>"
"<android.database.sqlite.SQLiteDatabase: long insertWithOnConflict(java.lang.String,java.lang.String,android.content.ContentValues,int)>","<android.database.sqlite.SQLiteDatabase: long insertWithOnConflict(java.lang.String,java.lang.String,android.content.ContentValues,int)>"
"<android.content.res.ColorStateList: int getColorForState(int[],int)>","<android.content.res.ColorStateList: int getColorForState(int[],int)>"
"<android.graphics.Insets: java.lang.String toString()>","<android.graphics.Insets: java.lang.String toString()>"
"<android.content.ClipboardManager: android.content.ClipDescription getPrimaryClipDescription()>","<android.content.ClipboardManager: android.content.ClipDescription getPrimaryClipDescription()>"
"<android.view.ViewGroup: void scheduleLayoutAnimation()>","<android.view.ViewGroup: void scheduleLayoutAnimation()>"
"<java.lang.ref.WeakReference: void <init>(java.lang.Object)>","<java.lang.ref.WeakReference: void <init>(java.lang.Object)>"
"<android.view.View: boolean onKeyMultiple(int,int,android.view.KeyEvent)>","<android.view.View: boolean onKeyMultiple(int,int,android.view.KeyEvent)>"
"<android.view.inputmethod.InputMethodInfo: int getSubtypeCount()>","<android.view.inputmethod.InputMethodInfo: int getSubtypeCount()>"
"<java.time.chrono.ChronoLocalDate: java.time.chrono.Chronology getChronology()>","<java.time.chrono.ChronoLocalDate: java.time.chrono.Chronology getChronology()>"
"<java.lang.reflect.AnnotatedElement: boolean isAnnotationPresent(java.lang.Class)>","<java.lang.reflect.AnnotatedElement: boolean isAnnotationPresent(java.lang.Class)>"
"<android.content.ClipData: java.lang.String toString()>","<android.content.ClipData: java.lang.String toString()>"
"<android.content.ContentProvider: void restoreCallingIdentity(android.content.ContentProvider$CallingIdentity)>","<android.content.ContentProvider: void restoreCallingIdentity(android.content.ContentProvider$CallingIdentity)>"
"<android.graphics.Paint: float getTextSize()>","<android.graphics.Paint: float getTextSize()>"
"<android.os.VibrationAttributes$Builder: void <init>()>","<android.os.VibrationAttributes$Builder: void <init>()>"
"<java.lang.Byte: java.lang.String toString(byte)>","<java.lang.Byte: java.lang.String toString(byte)>"
"<android.content.Intent: short getShortExtra(java.lang.String,short)>","<android.content.Intent: short getShortExtra(java.lang.String,short)>"
"<android.content.pm.ResolveInfo: void <init>(android.content.pm.ResolveInfo)>","<android.content.pm.ResolveInfo: void <init>(android.content.pm.ResolveInfo)>"
"<android.os.Parcel: void writeParcelableArray(android.os.Parcelable[],int)>","<android.os.Parcel: void writeParcelableArray(android.os.Parcelable[],int)>"
"<java.net.DatagramSocket: void <init>(java.net.SocketAddress)>","<java.net.DatagramSocket: void <init>(java.net.SocketAddress)>"
"<java.util.MissingResourceException: java.lang.String getClassName()>","<java.util.MissingResourceException: java.lang.String getClassName()>"
"<android.hardware.camera2.CaptureRequest$Builder: void <init>()>","<android.hardware.camera2.CaptureRequest$Builder: void <init>()>"
"<android.graphics.Path$Direction: void <init>(java.lang.String,int)>","<android.graphics.Path$Direction: void <init>(java.lang.String,int)>"
"<android.graphics.drawable.Drawable: android.graphics.drawable.Drawable mutate()>","<android.graphics.drawable.Drawable: android.graphics.drawable.Drawable mutate()>"
"<android.view.translation.ViewTranslationCallback: boolean onClearTranslation(android.view.View)>","<android.view.translation.ViewTranslationCallback: boolean onClearTranslation(android.view.View)>"
"<android.content.pm.PackageInstaller: void uninstall(android.content.pm.VersionedPackage,android.content.IntentSender)>","<android.content.pm.PackageInstaller: void uninstall(android.content.pm.VersionedPackage,android.content.IntentSender)>"
"<java.net.URLConnection: int getConnectTimeout()>","<java.net.URLConnection: int getConnectTimeout()>"
"<android.view.inputmethod.CorrectionInfo: java.lang.CharSequence getOldText()>","<android.view.inputmethod.CorrectionInfo: java.lang.CharSequence getOldText()>"
"<java.net.URLConnection: java.lang.Object getContent(java.lang.Class[])>","<java.net.URLConnection: java.lang.Object getContent(java.lang.Class[])>"
"<android.graphics.Typeface$CustomFallbackBuilder: android.graphics.Typeface$CustomFallbackBuilder setSystemFallback(java.lang.String)>","<android.graphics.Typeface$CustomFallbackBuilder: android.graphics.Typeface$CustomFallbackBuilder setSystemFallback(java.lang.String)>"
"<java.nio.CharBuffer: java.util.stream.IntStream chars()>","<java.nio.CharBuffer: java.util.stream.IntStream chars()>"
"<android.transition.Transition: android.transition.Transition clone()>","<android.transition.Transition: android.transition.Transition clone()>"
"<java.nio.CharBuffer: java.nio.CharBuffer append(char)>","<java.nio.CharBuffer: java.nio.CharBuffer append(char)>"
"<android.view.accessibility.AccessibilityNodeInfo: android.view.accessibility.AccessibilityNodeInfo findFocus(int)>","<android.view.accessibility.AccessibilityNodeInfo: android.view.accessibility.AccessibilityNodeInfo findFocus(int)>"
"<android.graphics.ColorSpace: android.graphics.ColorSpace$Connector connect(android.graphics.ColorSpace,android.graphics.ColorSpace)>","<android.graphics.ColorSpace: android.graphics.ColorSpace$Connector connect(android.graphics.ColorSpace,android.graphics.ColorSpace)>"
"<java.util.stream.LongStream: boolean allMatch(java.util.function.LongPredicate)>","<java.util.stream.LongStream: boolean allMatch(java.util.function.LongPredicate)>"
"<android.content.ClipDescription: boolean compareMimeTypes(java.lang.String,java.lang.String)>","<android.content.ClipDescription: boolean compareMimeTypes(java.lang.String,java.lang.String)>"
"<android.widget.Adapter: java.lang.CharSequence[] getAutofillOptions()>","<android.widget.Adapter: java.lang.CharSequence[] getAutofillOptions()>"
"<android.widget.AbsListView: void setAdapter(android.widget.Adapter)>","<android.widget.AbsListView: void setAdapter(android.widget.Adapter)>"
"<android.hardware.Camera: void getCameraInfo(int,android.hardware.Camera$CameraInfo)>","<android.hardware.Camera: void getCameraInfo(int,android.hardware.Camera$CameraInfo)>"
"<java.util.Arrays: int binarySearch(char[],int,int,char)>","<java.util.Arrays: int binarySearch(char[],int,int,char)>"
"<java.util.NavigableMap: java.util.NavigableMap tailMap(java.lang.Object,boolean)>","<java.util.NavigableMap: java.util.NavigableMap tailMap(java.lang.Object,boolean)>"
"<android.hardware.camera2.CameraDevice: void setCameraAudioRestriction(int)>","<android.hardware.camera2.CameraDevice: void setCameraAudioRestriction(int)>"
